time,temperature
2026-02-12 17:58:01.283+00,25.31
2026-02-12 17:58:06.275+00,25.08
2026-02-12 17:58:11.192+00,24.82
2026-02-12 17:58:16.208+00,25.07
2026-02-12 17:58:21.229+00,24.67
2026-02-12 17:58:26.279+00,25.1
2026-02-12 17:58:31.276+00,25.04
2026-02-12 17:58:36.279+00,25.05
2026-02-12 17:58:41.196+00,25.15
2026-02-12 17:58:46.217+00,25
2026-02-12 17:58:51.232+00,25.4
2026-02-12 17:58:56.246+00,25.31
2026-02-12 17:59:01.264+00,24.68
2026-02-12 17:59:06.286+00,24.69
2026-02-12 17:59:11.302+00,25.25
2026-02-12 17:59:16.221+00,25.04
2026-02-12 17:59:21.239+00,24.78
2026-02-12 17:59:26.257+00,24.57
2026-02-12 17:59:31.273+00,25.4
2026-02-12 17:59:36.297+00,25.31
2026-02-12 17:59:41.309+00,24.71
2026-02-12 17:59:46.222+00,25.06
2026-02-12 17:59:51.244+00,25.04
2026-02-12 17:59:56.269+00,25.44
2026-02-12 18:00:01.177+00,25.39
2026-02-12 18:00:06.19+00,24.98
2026-02-12 18:00:11.207+00,25.11
2026-02-12 18:00:16.231+00,25.42
2026-02-12 18:00:21.248+00,24.88
2026-02-12 18:00:26.262+00,25.24
2026-02-12 18:00:31.191+00,25.43
2026-02-12 18:00:36.193+00,24.8
2026-02-12 18:00:41.216+00,25.08
2026-02-12 18:00:46.232+00,25.04
2026-02-12 18:00:51.252+00,24.57
2026-02-12 18:00:56.265+00,24.89
2026-02-12 18:01:01.185+00,25.22
2026-02-12 18:01:06.201+00,24.8
2026-02-12 18:01:11.228+00,24.54
2026-02-12 18:01:16.237+00,25.11
2026-02-12 18:01:21.253+00,24.79
2026-02-12 18:01:26.372+00,25.08
2026-02-12 18:01:31.238+00,25.48
2026-02-12 18:01:36.212+00,24.7
2026-02-12 18:01:41.22+00,25.34
2026-02-12 18:01:46.242+00,24.61
2026-02-12 18:01:51.275+00,25.03
2026-02-12 18:01:56.274+00,24.89
2026-02-12 18:02:01.395+00,24.77
2026-02-12 18:02:06.211+00,24.7
2026-02-12 18:02:11.226+00,24.59
2026-02-12 18:02:16.247+00,25.17
2026-02-12 18:02:21.267+00,24.82
2026-02-12 18:02:26.28+00,25.19
2026-02-12 18:02:31.298+00,25
2026-02-12 18:02:36.409+00,24.87
2026-02-12 18:02:53.115+00,24.8
2026-02-12 18:02:53.117+00,25.35
2026-02-12 18:02:53.118+00,25
2026-02-12 18:02:56.283+00,25.02
2026-02-12 18:03:01.2+00,25.43
2026-02-12 18:03:06.184+00,25.13
2026-02-12 18:03:11.185+00,24.53
2026-02-12 18:03:16.253+00,25.36
2026-02-12 18:03:21.274+00,25.32
2026-02-12 18:03:26.191+00,25.29
2026-02-12 18:03:31.203+00,25.43
2026-02-12 18:03:36.188+00,25.27
2026-02-12 18:03:41.185+00,24.63
2026-02-12 18:03:46.257+00,25.36
2026-02-12 18:03:51.274+00,25.03
2026-02-12 18:03:56.185+00,25.35
2026-02-12 18:04:01.207+00,24.97
2026-02-12 18:04:06.241+00,25.38
2026-02-12 18:04:11.188+00,24.88
2026-02-12 18:04:16.261+00,25.22
2026-02-12 18:04:21.279+00,24.78
2026-02-12 18:04:26.186+00,25.3
2026-02-12 18:04:31.22+00,25.43
2026-02-12 18:04:36.229+00,24.8
2026-02-12 18:04:41.19+00,25.01
2026-02-12 18:04:46.266+00,24.87
2026-02-12 18:04:51.284+00,24.54
2026-02-12 18:04:56.219+00,24.54
2026-02-12 18:05:01.217+00,25.1
2026-02-12 18:05:06.246+00,24.78
2026-02-12 18:05:11.192+00,25.34
2026-02-12 18:05:16.271+00,25.05
2026-02-12 18:05:21.292+00,24.73
2026-02-12 18:05:26.204+00,24.93
2026-02-12 18:05:31.226+00,24.51
2026-02-12 18:05:36.239+00,25.45
2026-02-12 18:05:41.264+00,24.98
2026-02-12 18:05:46.276+00,25.48
2026-02-12 18:05:51.293+00,25.15
2026-02-12 18:05:56.208+00,25.26
2026-02-12 18:06:01.226+00,25.38
2026-02-12 18:06:06.245+00,25.3
2026-02-12 18:06:11.191+00,24.66
2026-02-12 18:06:16.286+00,24.52
2026-02-12 18:06:21.299+00,24.68
2026-02-12 18:06:26.214+00,25.12
2026-02-12 18:06:31.235+00,24.5
2026-02-12 18:06:36.25+00,24.5
2026-02-12 18:06:41.193+00,24.57
2026-02-12 18:06:46.285+00,24.87
2026-02-12 18:06:51.303+00,25.07
2026-02-12 18:06:56.321+00,24.74
2026-02-12 18:07:01.238+00,25.3
2026-02-12 18:07:06.253+00,25.37
2026-02-12 18:07:11.292+00,24.76
2026-02-12 18:07:16.295+00,24.65
2026-02-12 18:07:21.308+00,24.97
2026-02-12 18:07:26.223+00,24.6
2026-02-12 18:07:31.243+00,24.92
2026-02-12 18:07:36.259+00,25.12
2026-02-12 18:07:41.288+00,24.58
2026-02-12 18:07:46.299+00,24.8
2026-02-12 18:07:51.313+00,24.75
2026-02-12 18:07:56.228+00,25.31
2026-02-12 18:08:01.25+00,25.37
2026-02-12 18:08:06.272+00,25.4
2026-02-12 18:08:11.282+00,25.15
2026-02-12 18:08:16.299+00,24.68
2026-02-12 18:08:21.219+00,25.32
2026-02-12 18:08:26.233+00,25.35
2026-02-12 18:08:31.249+00,24.84
2026-02-12 18:08:36.264+00,24.9
2026-02-12 18:08:41.281+00,24.57
2026-02-12 18:08:46.186+00,25.16
2026-02-12 18:08:51.199+00,24.7
2026-02-12 18:08:56.214+00,25.42
2026-02-12 18:09:01.225+00,25.23
2026-02-12 18:09:06.24+00,25.05
2026-02-12 18:09:11.253+00,24.65
2026-02-12 18:09:16.266+00,25.11
2026-02-12 18:09:21.193+00,25.04
2026-02-12 18:09:26.195+00,25.19
2026-02-12 18:09:31.209+00,24.92
2026-02-12 18:09:36.225+00,25.37
2026-02-12 18:09:41.247+00,25
2026-02-12 18:09:46.145+00,24.74
2026-02-12 18:09:51.166+00,25.24
2026-02-12 18:09:56.181+00,24.97
2026-02-12 18:10:01.213+00,25.44
2026-02-12 18:10:06.213+00,24.73
2026-02-12 18:10:11.229+00,24.61
2026-02-12 18:10:16.181+00,24.68
2026-02-12 18:10:21.169+00,24.86
2026-02-12 18:10:26.182+00,25.44
2026-02-12 18:10:31.197+00,25.16
2026-02-12 18:10:36.206+00,24.99
2026-02-12 18:10:41.225+00,24.58
2026-02-12 18:10:46.24+00,25.16
2026-02-12 18:10:51.154+00,24.51
2026-02-12 18:10:56.187+00,24.76
2026-02-12 18:11:01.188+00,25.16
2026-02-12 18:11:06.202+00,24.96
2026-02-12 18:11:11.22+00,24.55
2026-02-12 18:11:16.236+00,24.98
2026-02-12 18:11:21.155+00,25.06
2026-02-12 18:11:26.168+00,24.97
2026-02-12 18:11:31.184+00,25.02
2026-02-12 18:11:36.212+00,24.55
2026-02-12 18:11:41.218+00,25.07
2026-02-12 18:11:46.133+00,24.58
2026-02-12 18:11:51.114+00,25.39
2026-02-12 18:11:56.279+00,24.7
2026-02-12 18:12:01.183+00,25.13
2026-02-12 18:12:06.208+00,24.95
2026-02-12 18:12:11.222+00,25.43
2026-02-12 18:12:16.131+00,24.64
2026-02-12 18:12:21.105+00,24.82
2026-02-12 18:12:26.166+00,24.96
2026-02-12 18:12:31.185+00,25.11
2026-02-12 18:12:36.201+00,25.23
2026-02-12 18:12:41.227+00,25.32
2026-02-12 18:12:46.131+00,24.68
2026-02-12 18:12:51.18+00,25.28
2026-02-12 18:12:56.103+00,25.24
2026-02-12 18:13:01.182+00,25.01
2026-02-12 18:13:06.201+00,24.61
2026-02-12 18:13:11.218+00,24.99
2026-02-12 18:13:16.131+00,24.72
2026-02-12 18:13:21.15+00,24.74
2026-02-12 18:13:26.164+00,25.45
2026-02-12 18:13:31.098+00,24.75
2026-02-12 18:13:36.199+00,25.4
2026-02-12 18:13:41.217+00,25.26
2026-02-12 18:13:46.12+00,24.7
2026-02-12 18:13:51.149+00,25.03
2026-02-12 18:13:56.166+00,24.53
2026-02-12 18:14:01.095+00,25.01
2026-02-12 18:14:06.199+00,25.26
2026-02-12 18:14:11.114+00,24.69
2026-02-12 18:14:16.094+00,25.45
2026-02-12 18:14:21.156+00,24.88
2026-02-12 18:14:26.099+00,25.41
2026-02-12 18:14:31.096+00,24.58
2026-02-12 18:14:36.203+00,24.57
2026-02-12 18:14:41.115+00,25.41
2026-02-12 18:14:46.092+00,24.9
2026-02-12 18:14:51.15+00,25.36
2026-02-12 18:14:56.088+00,24.63
2026-02-12 18:15:01.1+00,24.97
2026-02-12 18:15:06.201+00,24.66
2026-02-12 18:15:11.115+00,24.78
2026-02-12 18:15:16.086+00,24.71
2026-02-12 18:15:21.148+00,25.19
2026-02-12 18:15:26.087+00,24.91
2026-02-12 18:15:31.104+00,24.51
2026-02-12 18:15:36.213+00,25.18
2026-02-12 18:15:41.115+00,25
2026-02-12 18:15:46.106+00,24.67
2026-02-12 18:15:51.154+00,24.53
2026-02-12 18:15:56.096+00,25.24
2026-02-12 18:16:01.084+00,25.17
2026-02-12 18:16:06.099+00,24.83
2026-02-12 18:16:11.116+00,24.73
2026-02-12 18:16:16.081+00,24.83
2026-02-12 18:16:21.151+00,24.75
2026-02-12 18:16:26.168+00,25.48
2026-02-12 18:16:31.086+00,25.08
2026-02-12 18:16:36.099+00,25.18
2026-02-12 18:16:41.117+00,24.65
2026-02-12 18:16:46.082+00,24.74
2026-02-12 18:16:51.157+00,24.83
2026-02-12 18:16:56.17+00,24.54
2026-02-12 18:17:01.077+00,24.82
2026-02-12 18:17:06.113+00,24.73
2026-02-12 18:17:11.12+00,24.97
2026-02-12 18:17:16.081+00,24.94
2026-02-12 18:17:21.151+00,25.48
2026-02-12 18:17:26.168+00,25.28
2026-02-12 18:17:31.074+00,24.83
2026-02-12 18:17:36.1+00,25.4
2026-02-12 18:17:41.118+00,25.32
2026-02-12 18:17:46.068+00,25.39
2026-02-12 18:17:51.153+00,24.82
2026-02-12 18:17:56.167+00,25.01
2026-02-12 18:18:01.083+00,25.2
2026-02-12 18:18:06.103+00,24.66
2026-02-12 18:18:11.12+00,24.67
2026-02-12 18:18:16.092+00,25.12
2026-02-12 18:18:21.155+00,25.12
2026-02-12 18:18:26.168+00,24.58
2026-02-12 18:18:31.187+00,24.54
2026-02-12 18:18:36.101+00,25.37
2026-02-12 18:18:41.118+00,25.02
2026-02-12 18:18:46.136+00,25.07
2026-02-12 18:18:51.154+00,24.51
2026-02-12 18:18:56.491+00,25.11
2026-02-12 18:19:01.087+00,24.91
2026-02-12 18:19:06.101+00,24.8
2026-02-12 18:19:11.118+00,25.33
2026-02-12 18:19:16.139+00,24.55
2026-02-12 18:19:21.154+00,25.07
2026-02-12 18:19:26.17+00,25.12
2026-02-12 18:19:31.084+00,24.52
2026-02-12 18:19:36.105+00,25.15
2026-02-12 18:19:41.119+00,24.85
2026-02-12 18:19:46.136+00,24.82
2026-02-12 18:19:51.153+00,24.63
2026-02-12 18:19:56.182+00,24.83
2026-02-12 18:20:01.085+00,25.06
2026-02-12 18:20:06.104+00,24.9
2026-02-12 18:20:11.128+00,25.3
2026-02-12 18:20:16.137+00,24.57
2026-02-12 18:20:21.153+00,25.33
2026-02-12 18:20:26.173+00,25.36
2026-02-12 18:20:31.085+00,24.55
2026-02-12 18:20:36.056+00,24.97
2026-02-12 18:20:41.121+00,25.3
2026-02-12 18:20:46.146+00,25.25
2026-02-12 18:20:51.154+00,25.43
2026-02-12 18:20:56.068+00,24.57
2026-02-12 18:21:01.087+00,24.92
2026-02-12 18:21:06.076+00,24.98
2026-02-12 18:21:11.12+00,24.59
2026-02-12 18:21:16.137+00,25.45
2026-02-12 18:21:21.156+00,24.68
2026-02-12 18:21:26.079+00,24.6
2026-02-12 18:21:31.096+00,25.33
2026-02-12 18:21:36.133+00,24.89
2026-02-12 18:21:41.131+00,25.31
2026-02-12 18:21:46.156+00,25.34
2026-02-12 18:21:51.173+00,25.05
2026-02-12 18:21:56.09+00,24.78
2026-02-12 18:22:01.216+00,25.17
2026-02-12 18:22:06.128+00,24.55
2026-02-12 18:22:11.147+00,24.64
2026-02-12 18:22:16.167+00,24.57
2026-02-12 18:22:21.186+00,25.45
2026-02-12 18:22:26.103+00,25.33
2026-02-12 18:22:31.128+00,25.33
2026-02-12 18:22:36.151+00,25.46
2026-02-12 18:22:41.16+00,25.45
2026-02-12 18:22:46.179+00,24.58
2026-02-12 18:22:51.198+00,24.51
2026-02-12 18:22:56.119+00,24.76
2026-02-12 18:23:01.133+00,24.52
2026-02-12 18:23:06.158+00,25.21
2026-02-12 18:23:11.09+00,25.36
2026-02-12 18:23:16.19+00,25.02
2026-02-12 18:23:21.211+00,25.27
2026-02-12 18:23:26.124+00,25.31
2026-02-12 18:23:31.156+00,25.48
2026-02-12 18:23:36.161+00,24.75
2026-02-12 18:23:41.105+00,24.88
2026-02-12 18:23:46.201+00,25.13
2026-02-12 18:23:51.115+00,24.57
2026-02-12 18:23:56.132+00,24.51
2026-02-12 18:24:01.162+00,24.76
2026-02-12 18:24:06.169+00,25.27
2026-02-12 18:24:11.119+00,25.07
2026-02-12 18:24:16.218+00,24.64
2026-02-12 18:24:21.122+00,24.61
2026-02-12 18:24:26.146+00,25.39
2026-02-12 18:24:31.168+00,25.33
2026-02-12 18:24:36.176+00,24.97
2026-02-12 18:24:41.195+00,25.12
2026-02-12 18:24:46.212+00,25.33
2026-02-12 18:24:51.134+00,25.32
2026-02-12 18:24:56.154+00,25.42
2026-02-12 18:25:01.164+00,25.23
2026-02-12 18:25:06.182+00,25.48
2026-02-12 18:25:11.202+00,25.49
2026-02-12 18:25:16.218+00,25.23
2026-02-12 18:25:21.134+00,25.24
2026-02-12 18:25:26.151+00,25.36
2026-02-12 18:25:31.172+00,24.93
2026-02-12 18:25:36.19+00,25.4
2026-02-12 18:25:41.205+00,25
2026-02-12 18:25:46.235+00,24.5
2026-02-12 18:25:51.143+00,25.07
2026-02-12 18:25:56.156+00,24.73
2026-02-12 18:26:01.173+00,24.52
2026-02-12 18:26:06.192+00,24.56
2026-02-12 18:26:11.209+00,25.11
2026-02-12 18:26:16.12+00,25.32
2026-02-12 18:26:21.142+00,24.57
2026-02-12 18:26:26.166+00,25.41
2026-02-12 18:26:31.179+00,24.76
2026-02-12 18:26:36.196+00,25.23
2026-02-12 18:26:41.213+00,25.06
2026-02-12 18:26:46.133+00,24.5
2026-02-12 18:26:51.146+00,25.43
2026-02-12 18:26:56.166+00,25.07
2026-02-12 18:27:01.182+00,25.18
2026-02-12 18:27:06.199+00,24.65
2026-02-12 18:27:11.217+00,24.96
2026-02-12 18:27:16.122+00,25.49
2026-02-12 18:27:21.151+00,24.81
2026-02-12 18:27:26.168+00,24.88
2026-02-12 18:27:31.187+00,24.51
2026-02-12 18:27:36.207+00,25.25
2026-02-12 18:27:41.221+00,25.21
2026-02-12 18:27:46.135+00,25.25
2026-02-12 18:27:51.156+00,24.59
2026-02-12 18:27:56.17+00,25.19
2026-02-12 18:28:01.189+00,24.95
2026-02-12 18:28:06.209+00,24.97
2026-02-12 18:28:11.226+00,24.66
2026-02-12 18:28:16.143+00,25.41
2026-02-12 18:28:21.157+00,25.09
2026-02-12 18:28:26.174+00,24.84
2026-02-12 18:28:31.192+00,24.56
2026-02-12 18:28:36.217+00,25
2026-02-12 18:28:41.235+00,25.49
2026-02-12 18:28:46.154+00,24.74
2026-02-12 18:28:51.161+00,25.37
2026-02-12 18:28:56.179+00,25.47
2026-02-12 18:29:01.195+00,25.28
2026-02-12 18:29:06.213+00,24.67
2026-02-12 18:29:11.129+00,25.16
2026-02-12 18:29:16.146+00,24.57
2026-02-12 18:29:21.11+00,24.52
2026-02-12 18:29:26.181+00,24.61
2026-02-12 18:29:31.198+00,24.62
2026-02-12 18:29:36.214+00,24.66
2026-02-12 18:29:41.133+00,24.82
2026-02-12 18:29:46.148+00,25.47
2026-02-12 18:29:51.11+00,25.42
2026-02-12 18:29:56.181+00,25.22
2026-02-12 18:30:01.203+00,25.09
2026-02-12 18:30:06.217+00,25.13
2026-02-12 18:30:11.236+00,25.42
2026-02-12 18:30:16.156+00,24.61
2026-02-12 18:30:21.145+00,25.22
2026-02-12 18:30:26.185+00,25.28
2026-02-12 18:30:31.203+00,24.66
2026-02-12 18:30:36.22+00,25.04
2026-02-12 18:30:41.138+00,24.93
2026-02-12 18:30:46.152+00,24.52
2026-02-12 18:30:51.174+00,25.03
2026-02-12 18:30:56.186+00,24.74
2026-02-12 18:31:01.215+00,25.29
2026-02-12 18:31:06.233+00,25.25
2026-02-12 18:31:11.136+00,25.03
2026-02-12 18:31:16.153+00,24.68
2026-02-12 18:31:21.172+00,25.01
2026-02-12 18:31:26.199+00,25.16
2026-02-12 18:31:31.206+00,25.4
2026-02-12 18:31:36.127+00,24.91
2026-02-12 18:31:41.138+00,24.76
2026-02-12 18:31:46.157+00,25.13
2026-02-12 18:31:51.186+00,25.34
2026-02-12 18:31:56.104+00,25.12
2026-02-12 18:32:01.208+00,25.05
2026-02-12 18:32:06.134+00,24.87
2026-02-12 18:32:11.14+00,25.03
2026-02-12 18:32:16.159+00,24.66
2026-02-12 18:32:21.19+00,25.2
2026-02-12 18:32:26.102+00,24.83
2026-02-12 18:32:31.21+00,24.7
2026-02-12 18:32:36.124+00,25.36
2026-02-12 18:32:41.143+00,25.4
2026-02-12 18:32:46.16+00,25.1
2026-02-12 18:32:51.177+00,25.16
2026-02-12 18:32:56.134+00,24.94
2026-02-12 18:33:01.319+00,24.68
2026-02-12 18:33:06.127+00,24.84
2026-02-12 18:33:11.15+00,25.4
2026-02-12 18:33:16.161+00,25.42
2026-02-12 18:33:21.18+00,25.15
2026-02-12 18:33:26.236+00,24.65
2026-02-12 18:33:31.213+00,25.34
2026-02-12 18:33:36.13+00,25
2026-02-12 18:33:41.146+00,24.51
2026-02-12 18:33:46.165+00,25.2
2026-02-12 18:33:51.182+00,24.68
2026-02-12 18:33:56.199+00,25.05
2026-02-12 18:34:01.113+00,25.05
2026-02-12 18:34:06.131+00,24.59
2026-02-12 18:34:11.15+00,24.8
2026-02-12 18:34:16.166+00,24.68
2026-02-12 18:34:21.184+00,25.42
2026-02-12 18:34:26.206+00,24.98
2026-02-12 18:34:31.116+00,25.16
2026-02-12 18:34:36.136+00,25.48
2026-02-12 18:34:41.148+00,25.21
2026-02-12 18:34:46.168+00,25.34
2026-02-12 18:34:51.186+00,25.09
2026-02-12 18:34:56.207+00,25.14
2026-02-12 18:35:01.097+00,24.74
2026-02-12 18:35:06.135+00,25.14
2026-02-12 18:35:11.153+00,25.11
2026-02-12 18:35:16.17+00,24.65
2026-02-12 18:35:21.188+00,24.83
2026-02-12 18:35:26.208+00,25.12
2026-02-12 18:35:31.099+00,24.84
2026-02-12 18:35:36.14+00,25.4
2026-02-12 18:35:41.156+00,24.68
2026-02-12 18:35:46.176+00,25.3
2026-02-12 18:35:51.191+00,24.84
2026-02-12 18:35:56.21+00,25.21
2026-02-12 18:36:01.151+00,24.61
2026-02-12 18:36:06.146+00,25.38
2026-02-12 18:36:11.174+00,25.33
2026-02-12 18:36:16.19+00,24.78
2026-02-12 18:36:21.193+00,25
2026-02-12 18:36:26.238+00,25.04
2026-02-12 18:36:31.128+00,24.72
2026-02-12 18:36:36.247+00,24.82
2026-02-12 18:36:41.159+00,24.83
2026-02-12 18:36:46.177+00,25.29
2026-02-12 18:36:51.194+00,24.76
2026-02-12 18:36:56.22+00,25.29
2026-02-12 18:37:01.128+00,25.2
2026-02-12 18:37:06.145+00,25.1
2026-02-12 18:37:11.162+00,25.07
2026-02-12 18:37:16.18+00,25.05
2026-02-12 18:37:21.203+00,24.8
2026-02-12 18:37:26.116+00,25.26
2026-02-12 18:37:31.13+00,24.89
2026-02-12 18:37:36.092+00,25.25
2026-02-12 18:37:41.164+00,25.45
2026-02-12 18:37:46.183+00,24.91
2026-02-12 18:37:51.09+00,25.37
2026-02-12 18:37:56.091+00,24.82
2026-02-12 18:38:01.131+00,24.65
2026-02-12 18:38:06.104+00,25.06
2026-02-12 18:38:11.167+00,25.22
2026-02-12 18:38:16.22+00,25.01
2026-02-12 18:38:21.207+00,24.99
2026-02-12 18:38:26.118+00,24.58
2026-02-12 18:38:31.157+00,24.99
2026-02-12 18:38:36.093+00,25.23
2026-02-12 18:38:41.169+00,24.76
2026-02-12 18:38:46.197+00,24.57
2026-02-12 18:38:51.204+00,25.25
2026-02-12 18:38:56.124+00,24.96
2026-02-12 18:39:01.143+00,24.82
2026-02-12 18:39:06.19+00,24.64
2026-02-12 18:39:11.173+00,24.93
2026-02-12 18:39:16.189+00,24.96
2026-02-12 18:39:21.209+00,25.33
2026-02-12 18:39:26.123+00,24.92
2026-02-12 18:39:31.14+00,25.3
2026-02-12 18:39:36.157+00,25.15
2026-02-12 18:39:41.174+00,25.34
2026-02-12 18:39:46.191+00,24.51
2026-02-12 18:39:51.209+00,24.65
2026-02-12 18:39:56.126+00,25.12
2026-02-12 18:40:01.141+00,25.34
2026-02-12 18:40:06.162+00,25.2
2026-02-12 18:40:11.176+00,25.41
2026-02-12 18:40:16.197+00,25.02
2026-02-12 18:40:21.218+00,25.41
2026-02-12 18:40:26.135+00,25.07
2026-02-12 18:40:31.144+00,25.25
2026-02-12 18:40:36.162+00,24.83
2026-02-12 18:40:41.096+00,24.92
2026-02-12 18:40:46.204+00,25.26
2026-02-12 18:40:51.114+00,24.78
2026-02-12 18:40:56.132+00,24.81
2026-02-12 18:41:01.147+00,25.38
2026-02-12 18:41:06.182+00,25.46
2026-02-12 18:41:11.097+00,25.36
2026-02-12 18:41:16.203+00,25.42
2026-02-12 18:41:21.113+00,24.6
2026-02-12 18:41:26.133+00,25.05
2026-02-12 18:41:31.149+00,24.8
2026-02-12 18:41:36.084+00,25.16
2026-02-12 18:41:41.084+00,25.23
2026-02-12 18:41:46.21+00,24.55
2026-02-12 18:41:51.087+00,24.93
2026-02-12 18:41:56.136+00,24.74
2026-02-12 18:42:01.153+00,24.63
2026-02-12 18:42:06.084+00,24.51
2026-02-12 18:42:11.185+00,25.15
2026-02-12 18:42:16.101+00,24.56
2026-02-12 18:42:21.087+00,25.42
2026-02-12 18:42:26.137+00,25.06
2026-02-12 18:42:31.195+00,24.93
2026-02-12 18:42:36.31+00,25.25
2026-02-12 18:42:41.453+00,25.07
2026-02-12 18:42:46.105+00,24.94
2026-02-12 18:42:51.082+00,24.84
2026-02-12 18:42:56.138+00,25.21
2026-02-12 18:43:01.159+00,24.55
2026-02-12 18:43:06.088+00,25.39
2026-02-12 18:43:11.19+00,25.15
2026-02-12 18:43:16.223+00,24.91
2026-02-12 18:43:21.083+00,25.16
2026-02-12 18:43:26.14+00,24.85
2026-02-12 18:43:31.168+00,25.45
2026-02-12 18:43:36.082+00,24.62
2026-02-12 18:43:41.192+00,24.75
2026-02-12 18:43:46.08+00,25.1
2026-02-12 18:43:51.08+00,25.2
2026-02-12 18:43:56.143+00,24.83
2026-02-12 18:44:01.16+00,24.87
2026-02-12 18:44:06.216+00,24.5
2026-02-12 18:44:11.195+00,24.59
2026-02-12 18:44:16.078+00,25.13
2026-02-12 18:44:21.131+00,24.7
2026-02-12 18:44:26.149+00,25.15
2026-02-12 18:44:31.179+00,24.95
2026-02-12 18:44:36.181+00,25.1
2026-02-12 18:44:41.098+00,24.98
2026-02-12 18:44:46.086+00,24.72
2026-02-12 18:44:51.135+00,25.05
2026-02-12 18:44:56.147+00,24.52
2026-02-12 18:45:01.166+00,24.93
2026-02-12 18:45:06.183+00,25.44
2026-02-12 18:45:11.099+00,25.37
2026-02-12 18:45:16.115+00,25.44
2026-02-12 18:45:21.133+00,25.3
2026-02-12 18:45:26.15+00,25.45
2026-02-12 18:45:31.167+00,25.14
2026-02-12 18:45:36.184+00,25.23
2026-02-12 18:45:41.1+00,24.51
2026-02-12 18:45:46.118+00,25.17
2026-02-12 18:45:51.135+00,24.54
2026-02-12 18:45:56.152+00,24.94
2026-02-12 18:46:01.172+00,24.51
2026-02-12 18:46:06.187+00,24.5
2026-02-12 18:46:11.104+00,25.34
2026-02-12 18:46:16.148+00,24.96
2026-02-12 18:46:21.084+00,25.35
2026-02-12 18:46:26.156+00,24.98
2026-02-12 18:46:31.172+00,24.68
2026-02-12 18:46:36.19+00,24.77
2026-02-12 18:46:41.105+00,24.85
2026-02-12 18:46:46.131+00,24.84
2026-02-12 18:46:51.078+00,24.97
2026-02-12 18:46:56.156+00,24.54
2026-02-12 18:47:01.174+00,24.6
2026-02-12 18:47:06.192+00,24.98
2026-02-12 18:47:11.115+00,25.2
2026-02-12 18:47:16.127+00,24.83
2026-02-12 18:47:21.135+00,24.65
2026-02-12 18:47:26.16+00,24.65
2026-02-12 18:47:31.177+00,25.34
2026-02-12 18:47:36.195+00,25.03
2026-02-12 18:47:41.084+00,24.91
2026-02-12 18:47:46.127+00,24.5
2026-02-12 18:47:51.144+00,24.61
2026-02-12 18:47:56.162+00,25.25
2026-02-12 18:48:01.18+00,25.48
2026-02-12 18:48:06.094+00,24.92
2026-02-12 18:48:11.112+00,24.55
2026-02-12 18:48:16.13+00,25.35
2026-02-12 18:48:21.147+00,24.67
2026-02-12 18:48:26.165+00,24.55
2026-02-12 18:48:31.182+00,24.56
2026-02-12 18:48:36.201+00,25.06
2026-02-12 18:48:41.119+00,25.11
2026-02-12 18:48:46.132+00,25.12
2026-02-12 18:48:51.155+00,25.42
2026-02-12 18:48:56.168+00,25.38
2026-02-12 18:49:01.184+00,24.84
2026-02-12 18:49:06.1+00,25.25
2026-02-12 18:49:11.117+00,24.89
2026-02-12 18:49:16.135+00,24.63
2026-02-12 18:49:21.152+00,24.77
2026-02-12 18:49:26.073+00,24.55
2026-02-12 18:49:31.187+00,25.17
2026-02-12 18:49:36.102+00,24.66
2026-02-12 18:49:41.119+00,25.02
2026-02-12 18:49:46.138+00,24.84
2026-02-12 18:49:51.154+00,25.1
2026-02-12 18:49:56.07+00,25.01
2026-02-12 18:50:01.088+00,25.47
2026-02-12 18:50:06.105+00,24.6
2026-02-12 18:50:11.123+00,24.78
2026-02-12 18:50:16.147+00,25.14
2026-02-12 18:50:21.158+00,24.81
2026-02-12 18:50:26.123+00,24.81
2026-02-12 18:50:31.09+00,25.49
2026-02-12 18:50:36.106+00,24.53
2026-02-12 18:50:41.127+00,25.11
2026-02-12 18:50:46.142+00,24.97
2026-02-12 18:50:51.159+00,25.11
2026-02-12 18:50:56.177+00,24.9
2026-02-12 18:51:01.092+00,24.9
2026-02-12 18:51:06.11+00,25.38
2026-02-12 18:51:11.127+00,24.51
2026-02-12 18:51:16.144+00,24.63
2026-02-12 18:51:21.162+00,24.85
2026-02-12 18:51:26.179+00,25.22
2026-02-12 18:51:31.094+00,25.46
2026-02-12 18:51:36.117+00,25.24
2026-02-12 18:51:41.133+00,25.41
2026-02-12 18:51:46.146+00,25.25
2026-02-12 18:51:51.164+00,25.16
2026-02-12 18:51:56.181+00,25.34
2026-02-12 18:52:01.066+00,24.86
2026-02-12 18:52:06.114+00,25.41
2026-02-12 18:52:11.132+00,25.01
2026-02-12 18:52:16.149+00,25.42
2026-02-12 18:52:21.167+00,25.33
2026-02-12 18:52:26.082+00,24.9
2026-02-12 18:52:31.065+00,25.35
2026-02-12 18:52:36.117+00,24.74
2026-02-12 18:52:41.136+00,24.79
2026-02-12 18:52:46.153+00,24.96
2026-02-12 18:52:51.169+00,25.29
2026-02-12 18:52:56.084+00,24.83
2026-02-12 18:53:01.079+00,25.47
2026-02-12 18:53:06.119+00,24.72
2026-02-12 18:53:11.137+00,25.15
2026-02-12 18:53:16.154+00,24.64
2026-02-12 18:53:21.187+00,25.45
2026-02-12 18:53:26.096+00,24.79
2026-02-12 18:53:31.104+00,25.12
